review_id,business_id,stars,sentiment_label,clean_text,processed_text,date
1684,ChIJB-DA2otGiEgRJ2-f7j_aqVQ,5,Positive,"i have had many services from this salon including hydrofacial and have really enjoyed it. i can see that the treatments are working and will continue to visit the salon. it’s a professional and clean environment, the lady is very chatty and makes you feel comfortable.",many service salon including hydrofacial really enjoyed see treatment working continue visit salon professional clean environment lady chatty make feel comfortable,7/20/2022 18:06
1685,ChIJB-DA2otGiEgRJ2-f7j_aqVQ,3,Neutral,"visited salon today. very pleasant experience. received voucher as gift for 3 treatments. picked back scrub, back/neck and shoulder massage plus mini facial. was lovely afternoon. actually purchased additional treatment at reduced price. eyelash lift and brow tint, still trying to get used to them. thank you",visited salon today pleasant experience received voucher gift treatment picked back scrub back neck shoulder massage plus mini facial lovely afternoon actually purchased additional treatment reduced price eyelash lift brow tint still trying get used thank,7/17/2019 17:15
1686,ChIJB-DA2otGiEgRJ2-f7j_aqVQ,4,Positive,"having just had the second of 3 planned treatments i must say my experience is much different to the previous reviewer.. i agree the shop is small but compact, clean and warm with 2 therapy rooms which are private.. the therapist was friendly welcoming and chatty many topics discussed which i feel helped in making me feel relaxed .. i felt my treatments to date have been excellent . good advice about post treatment care and information about other services/treatments available which was helpful. already looking forward to my next treatment.. many thanks :-)",second planned treatment must say experience much different previous reviewer agree shop small compact clean warm therapy room private therapist friendly welcoming chatty many topic discussed feel helped making feel relaxed felt treatment date excellent good advice post treatment care information service treatment available helpful already looking forward next treatment many thanks,3/27/2013 16:30
1687,ChIJB-DA2otGiEgRJ2-f7j_aqVQ,5,Positive,i just had a hydrofacial and lash lift and i am in love with the results. will definitely be coming back.,hydrofacial lash lift love result definitely coming back,7/20/2022 18:14
1688,ChIJnQImbT5FiEgRon5L9CbTr28,5,Positive,"i recently had a deep tissue thai massage with maliwan, and it was truly exceptional. this is my third visit so thought i should write a review. from the moment the session began, she created a calming, welcoming atmosphere that made it easy to relax. her technique is outstanding- precise and incredibly intuitive. she knew exactly where to apply pressure and how to release tension without ever causing discomfort. what stood out most was her professionalism combined with genuine warmth. every stretch and movement felt purposeful, and i walked out feeling lighter, more flexible, and completely refreshed. it was easily one of the best massages i’ve ever had. if you’re looking for an authentic, deeply restorative thai massage, i highly recommend booking with maliwan. she is truly gifted at what she does.",recently deep tissue thai massage maliwan truly exceptional third visit thought write review moment session began created calming welcoming atmosphere made easy relax technique outstanding precise incredibly intuitive knew exactly apply pressure release tension without ever causing discomfort stood professionalism combined genuine warmth every stretch movement felt purposeful walked feeling lighter flexible completely refreshed easily one best massage ever looking authentic deeply restorative thai massage highly recommend booking maliwan truly gifted,11/16/2025 13:09
1689,ChIJnQImbT5FiEgRon5L9CbTr28,4,Positive,"i had a thai massage here recently and the experience was a mix of positives and challenges. the massage room was spacious, ambient, and very comfortable, especially the massage table. the masseuse was friendly, attentive, and clearly skilled. the massage itself was mostly relaxing, but at times the pressure was stronger than i could comfortably handle. i was reassured it was “good pain” due to the tightness in my shoulders and back, but i did end up with bruises on my arms and back and felt very sore for a couple of days, which affected my sleep. on the positive side, a few days later i noticed that i felt lighter and less tense, which shows the massage did release a lot of tightness. i would recommend this place for those who like deep, strong pressure massages, but if you prefer something gentler, i suggest making this clear to the masseuse at the start.",thai massage recently experience mix positive challenge massage room spacious ambient comfortable especially massage table masseuse friendly attentive clearly skilled massage mostly relaxing time pressure stronger could comfortably handle reassured good pain due tightness shoulder back end bruise arm back felt sore couple day affected sleep positive side day later noticed felt lighter less tense show massage release lot tightness would recommend place like deep strong pressure massage prefer something gentler suggest making clear masseuse start,8/16/2025 22:15
1690,ChIJnQImbT5FiEgRon5L9CbTr28,5,Positive,"a beautiful experience — highly recommended i had the pleasure of booking a thai massage in glasgow today and it was a truly beautiful experience. from the moment i arrived, i felt welcomed and at ease. the team was very friendly, incredibly professional, and delivered excellent work throughout my visit. the atmosphere was calm and relaxing, and i could tell that great care was taken in every detail. it’s clear that the ladies working here are passionate about what they do, and i’m so grateful for the hard work they put in. this is definitely a place i’d love to return to — and i’m already looking forward to my next visit. thank you again!",beautiful experience highly recommended pleasure booking thai massage glasgow today truly beautiful experience moment arrived felt welcomed ease team friendly incredibly professional delivered excellent work throughout visit atmosphere calm relaxing could tell great care taken every detail clear lady working passionate grateful hard work put definitely place love return already looking forward next visit thank,7/6/2025 18:26
1691,ChIJnQImbT5FiEgRon5L9CbTr28,5,Positive,"1st time going was really nervous but the respectful and chill atmosphere really calm me, the treatment was fantastic my back felt a lot better after leaving will definitely visit again. - kierin",st time going really nervous respectful chill atmosphere really calm treatment fantastic back felt lot better leaving definitely visit kierin,8/19/2025 13:35
1692,ChIJnQImbT5FiEgRon5L9CbTr28,5,Positive,"just had a traditional thai massage – the best i've ever had in glasgow. the therapist was extremely professional and clearly well-trained. traditional thai massage isn't necessarily relaxing in the conventional sense – it requires skill in muscle manipulation and pressure point work, stretching techniques and this therapist had this knowledge. i often worry that the pressure won’t be strong enough, but that wasn’t an issue here. in fact, two areas of muscle tension were quite painful and needed less pressure – impressively, the therapist picked up on this without me having to say a word, responding intuitively to my reactions, my muscles repaonses and adjusting accordingly. as someone who regularly uses traditional thai massage as a form of therapy, i’m thrilled to have finally found a practitioner in glasgow who truly understands the technique. this will now be go to place. i wish i had caught the therapists name so i can book her again. she really was excellent.",traditional thai massage best ever glasgow therapist extremely professional clearly well trained traditional thai massage necessarily relaxing conventional sense requires skill muscle manipulation pressure point work stretching technique therapist knowledge often worry pressure strong enough issue fact two area muscle tension quite painful needed less pressure impressively therapist picked without say word responding intuitively reaction muscle repaonses adjusting accordingly someone regularly us traditional thai massage form therapy thrilled finally found practitioner glasgow truly understands technique go place wish caught therapist name book really excellent,5/24/2025 14:01
1693,ChIJ70XlaSBEiEgR377VtOKI4JE,5,Positive,don’t overlook this spa because it’s in a busy city centre and almost hidden behind roadworks. it’s as good as any i have been to. very clean with low lighting and the massage and facial were amazing. i feel more relaxed than i have in months,overlook spa busy city centre almost hidden behind roadworks good clean low lighting massage facial amazing feel relaxed month,1/17/2026 18:05
1694,ChIJ70XlaSBEiEgR377VtOKI4JE,1,Negative,"first and last time customer. went yesterday for the deluxe pedicure for £62. the “shape up” left me with hangnails on 6 toes (i didn’t have when i walked in.) you get a salt scrub in the beginning to exfoliate, then coconut oil on the feet wrapped in plastic bags.. you sit for 10-15 mins with your feet in these unsanitary foot heaters. then a very unenthusiastic 15-20 min shin rub which i think was meant to be the foot massage. i had a laser appointment afterwards and said i could not have all this coconut oil on my skin, she handed me the dry towel we’ve used throughout the appointment and said i could wipe myself down. which i did, and put on my socks only to notice the painful new hangnails on my pinky toes.",first last time customer went yesterday deluxe pedicure shape left hangnail toe walked get salt scrub beginning exfoliate coconut oil foot wrapped plastic bag sit min foot unsanitary foot heater unenthusiastic min shin rub think meant foot massage laser appointment afterwards said could coconut oil skin handed dry towel used throughout appointment said could wipe put sock notice painful new hangnail pinky toe,9/5/2025 11:31
1695,ChIJ70XlaSBEiEgR377VtOKI4JE,2,Negative,"i booked an appointment at 2 through treawell for padi&mani package. when i arrived at the salon the receptionist was on the phone for about 30 minutes, although i didn’t wait for a long time until a nail technician approached and asked me for my name and told me that there was no appointments for me. they made me wait until the receptionist was done from the phone only to tell me to come back after an hour. i came back after an hour and a nail technician started filing my nails when i had gel polish on. she didn’t even ask me if i want them removed or not. she took two hours only filing and she had no idea i booked for toes as well. so eventually she left and called her manager to come and tell me that they don’t have enough time to do my toes and i saw the technician leaving the salin even before i speak to the manager. the receptionist had an annoying attitude as well.",booked appointment treawell padi mani package arrived salon receptionist phone minute although wait long time nail technician approached asked name told appointment made wait receptionist done phone tell come back hour came back hour nail technician started filing nail gel polish even ask want removed took two hour filing idea booked toe well eventually left called manager come tell enough time toe saw technician leaving salin even speak manager receptionist annoying attitude well,1/6/2026 17:15
1696,ChIJ70XlaSBEiEgR377VtOKI4JE,5,Positive,henrieta is amazing. her massage technique and skill is excellent. she not only made me feel relaxed by the end of the massage but also refreshed. it was the perfect balance between soothing and therapeutic. she is highly skilled and i would recommend her to all.,henrieta amazing massage technique skill excellent made feel relaxed end massage also refreshed perfect balance soothing therapeutic highly skilled would recommend,10/23/2025 18:26
1697,ChIJ70XlaSBEiEgR377VtOKI4JE,5,Positive,"really enjoyed my appointment today at pure spa. jennifer made me feel relaxed and enjoyed my facial. a+ service, would go again.",really enjoyed appointment today pure spa jennifer made feel relaxed enjoyed facial service would go,1/16/2026 14:45
1698,ChIJFZp9AA9FiEgRDAETjmrwO0E,5,Positive,"brilliant massage here! caron is lovely, and made me feel so comfortable and relaxed for my first ever massage. really got into those deep knots and released so much tension in my back and shoulders. 10/10 would recommend!",brilliant massage caron lovely made feel comfortable relaxed first ever massage really got deep knot released much tension back shoulder would recommend,2/11/2025 13:11
1699,ChIJFZp9AA9FiEgRDAETjmrwO0E,5,Positive,"had a great experience with caron she was so lovely and attentive. i originally went in for just a little relaxing massage but caron found a lot of knots in my shoulders and got them all out. i didn't realize how much tension i was holding in them, i felt great afterwards.",great experience caron lovely attentive originally went little relaxing massage caron found lot knot shoulder got realize much tension holding felt great afterwards,2/19/2025 21:33
1700,ChIJbztvw9RriEgRUTdjnz61T3c,5,Positive,this been my second time recieving services and i can't express enough how amazing i feel afterwards. i feel energised and my muscles feel relaxed which i expected coming back but with the face massage included this time i feel like my face is less puffy and feel much more awake. recommended wholeheartedly ❤️,second time recieving service express enough amazing feel afterwards feel energised muscle feel relaxed expected coming back face massage included time feel like face less puffy feel much awake recommended wholeheartedly,9/11/2025 13:48
1701,ChIJbztvw9RriEgRUTdjnz61T3c,5,Positive,"i had a great experience! the massage, with a mix of techniques, was very effective and relaxing. the service was professional, and the friendly atmosphere made me feel comfortable from start to finish. i highly recommend it! basia has great knowledge and answered several of my questions. you can see that she is very passionate about what she does. her dedication and professionalism truly stand out! :)",great experience massage mix technique effective relaxing service professional friendly atmosphere made feel comfortable start finish highly recommend basia great knowledge answered several question see passionate dedication professionalism truly stand,2/8/2025 19:20
1702,ChIJbztvw9RriEgRUTdjnz61T3c,5,Positive,"i had the pleasure to experience body massage with basia in baska natural wellness. it was relaxing massage in response of my body that really needed to be look after special that a day before i felt a pain in my back and headache. basia is experienced masseuse, she by first touch knows what to do and the same time she was asking what i needed if it was just head massage or back, neck and head. the office is very unique, calm and pleasant with relaxing music. location is just 5 minutes walk from central station. i really recommend to experience the massage in baska natural wellness.",pleasure experience body massage basia baska natural wellness relaxing massage response body really needed look special day felt pain back headache basia experienced masseuse first touch know time asking needed head massage back neck head office unique calm pleasant relaxing music location minute walk central station really recommend experience massage baska natural wellness,3/16/2025 8:31
1703,ChIJbztvw9RriEgRUTdjnz61T3c,5,Positive,"i booked a 90 minute massage at baska natural wellness. located in central glasgow it was very easy to get too. i was warmly welcomed and any questions i had were answered. the massage was incredibly relaxing, i even found myself dosing off, exactly what i needed. thank you and see you again :)",booked minute massage baska natural wellness located central glasgow easy get warmly welcomed question answered massage incredibly relaxing even found dosing exactly needed thank see,1/28/2025 13:05
1704,ChIJbztvw9RriEgRUTdjnz61T3c,5,Positive,"i had the most relaxing experience at baska natural wellness during a gentle lymphatic massage with barbara. from start to finish, the atmosphere was calming, and barbara was truly remarkable. she is extremely skilled and so knowledgeable, and explained everything in such a way that i felt completely at ease and well cared for. after the massage, i felt lighter, calmer, and deeply relaxed. i highly recommend this to anyone looking for a rejuvenating experience, and i can’t wait to return soon.",relaxing experience baska natural wellness gentle lymphatic massage barbara start finish atmosphere calming barbara truly remarkable extremely skilled knowledgeable explained everything way felt completely ease well cared massage felt lighter calmer deeply relaxed highly recommend anyone looking rejuvenating experience wait return soon,10/16/2024 20:42
1705,ChIJubK5aGZFiEgRN8rNUsz5Ikg,5,Positive,"i booked a block of 10 post op massages with a different practice. i only came here as my usual place was closed during new year. this place was night and day. flavia was outstanding. i unfortunately have another 6 left with my other massage woman but l'm going to continue with flavia and just use my other booking as infill. she is friendly, warm, put me at ease, shifted more fluid build up in one massage than my previous place down with 4. honestly, book it and you won't be disappointed.",booked block post op massage different practice came usual place closed new year place night day flavia outstanding unfortunately another left massage woman l going continue flavia use booking infill friendly warm put ease shifted fluid build one massage previous place honestly book disappointed,1/8/2026 19:38
1706,ChIJubK5aGZFiEgRN8rNUsz5Ikg,5,Positive,lemon bottle treatment and cypro fat freezing treatment i would just like to say i visited flavia’s on 5 december 2025 and have been there a few times before i have used lots of different beauty companies for years and years and i will honestly say this lady is 100 per cent professional in every way aldo the salon is immaculate clean and when you enter you feel right away your going to be treated with respect and not just after your money. it’s very upsetting when people try there best and who are doing everything right there is always dishonest not nice people who want to try and destroy someone’s livelihood this is not a fake review i’m a genuine customer who believes more people should try and me more nice in life it cost nothing. flavia is a great women and believe me i would not settle for anything but first class treatment and this lady certainly provides this service. thank you flavia’s for making me feel relaxed and satisfied with everything you have done 🙏,lemon bottle treatment cypro fat freezing treatment would like say visited flavia december time used lot different beauty company year year honestly say lady per cent professional every way aldo salon immaculate clean enter feel right away going treated respect money upsetting people try best everything right always dishonest nice people want try destroy someone livelihood fake review genuine customer belief people try nice life cost nothing flavia great woman believe would settle anything first class treatment lady certainly provides service thank flavia making feel relaxed satisfied everything done,1/14/2026 15:16
1707,ChIJubK5aGZFiEgRN8rNUsz5Ikg,1,Negative,"i honestly can’t believe how bad my experience was at sb cosmetics clinic. i was really excited to try a new beauty salon with such high ratings, but now i regret it completely. i went in for a facial treatment and mentioned several times that i have sensitive skin, but it was clear that my concerns were either ignored or not taken seriously. the staff was not thorough in assessing my skin type or discussing the products being used on my face. they seemed in such a hurry to get through the treatment that they didn’t care to address my needs. the results were devastating. my skin started reacting immediately after the treatment, with redness, irritation, and visible breakouts that i’ve never had before. the next day, my face felt dry, tight, and even more sensitive. i had to cancel my plans because i didn’t feel comfortable leaving the house looking like that. it’s incredibly frustrating because i trusted them to use professional products and techniques, but instead, they left me with damaged skin and no apology or remedy. to make matters worse, the staff didn’t follow up with me after the treatment to check on how my skin was doing. there was absolutely no aftercare or advice offered, which only added to my frustration. i tried reaching out to them, but the response was cold and unhelpful. it felt like they were more concerned about getting the money than ensuring their customers were actually satisfied and cared for. i wouldn’t trust this place with my skin again, and i highly recommend people with sensitive skin to stay away. i’m now left with the consequences of their poor service, and i’ve had to spend extra time and money at another salon to fix the damage done here. the glowing reviews don’t reflect the reality of my experience at all, and i feel misled. avoid at all costs if you care about your skin health.",honestly believe bad experience sb cosmetic clinic really excited try new beauty salon high rating regret completely went facial treatment mentioned several time sensitive skin clear concern either ignored taken seriously staff thorough assessing skin type discussing product used face seemed hurry get treatment care address need result devastating skin started reacting immediately treatment redness irritation visible breakout never next day face felt dry tight even sensitive cancel plan feel comfortable leaving house looking like incredibly frustrating trusted use professional product technique instead left damaged skin apology remedy make matter worse staff follow treatment check skin absolutely aftercare advice offered added frustration tried reaching response cold unhelpful felt like concerned getting money ensuring customer actually satisfied cared trust place skin highly recommend people sensitive skin stay away left consequence poor service spend extra time money another salon fix damage done glowing review reflect reality experience feel misled avoid cost care skin health,12/4/2025 15:25
1708,ChIJubK5aGZFiEgRN8rNUsz5Ikg,5,Positive,flavia is an absolute magician! i didn't even have to tell her what/where to do - i was in heaven throughout the whole session. very highly recommended and will definitely be coming back soon *****,flavia absolute magician even tell heaven throughout whole session highly recommended definitely coming back soon,12/29/2025 16:13
1709,ChIJubK5aGZFiEgRN8rNUsz5Ikg,5,Positive,i went with my mum as she got fat freezing flavia was absolutely lovely she couldn’t be any nicer as i was waiting she went out of her way to offer me a drink from her drinks station she made my mum feel so comfortable and at ease and that’s all anyone could want when getting a procedure the clinic was absolutely beautiful and spotless couldn’t of been more of a comfortable experience definitely recommend,went mum got fat freezing flavia absolutely lovely nicer waiting went way offer drink drink station made mum feel comfortable ease anyone could want getting procedure clinic absolutely beautiful spotless comfortable experience definitely recommend,1/17/2026 15:25
1710,ChIJnYoVTCdEiEgRCTHhIybruNw,5,Positive,went in today for a deep tissue massage and what a place! staff are so friendly and professional. also spotless. i seen nook and she got to work taking away all my knots in my shoulders and lower back. feel so relaxed and refreshed. highly recommended. thank you nook and looking forward to seeing you again soon.,went today deep tissue massage place staff friendly professional also spotless seen nook got work taking away knot shoulder lower back feel relaxed refreshed highly recommended thank nook looking forward seeing soon,10/8/2025 18:04
1711,ChIJnYoVTCdEiEgRCTHhIybruNw,5,Positive,"i play a lot of sport and very often get a tight lower back. this was not the first time i had been to tiger lilly, however it was certainly one of the best. i had carmen and she did two sessions, deep tissue massage on my lower back which completely freed up all of my pain. i would highly recommend her services for anyone looking for deep tissue massage. the venue is very clean, the rooms are comfortable and calming and all the staff are extremely professional. i will certainly be back when i have played too much sport once again!",play lot sport often get tight lower back first time tiger lilly however certainly one best carmen two session deep tissue massage lower back completely freed pain would highly recommend service anyone looking deep tissue massage venue clean room comfortable calming staff extremely professional certainly back played much sport,8/6/2025 13:40
1712,ChIJnYoVTCdEiEgRCTHhIybruNw,5,Positive,i walked in without an appointment and was warmly welcomed. the lady was very friendly and happy to help. i had a one-hour full-body thai massage and it was incredibly relaxing. i left feeling refreshed and would definitely come back next time i'm in glasgow!,walked without appointment warmly welcomed lady friendly happy help one hour full body thai massage incredibly relaxing left feeling refreshed would definitely come back next time glasgow,7/12/2025 20:33
1713,ChIJnYoVTCdEiEgRCTHhIybruNw,5,Positive,awesome. did deep thai for 30 mts. she did it for more than 45 mts. cost wise affordable. more important techniques were used. quite glad that we did it.,awesome deep thai mt mt cost wise affordable important technique used quite glad,10/16/2025 8:06
1714,ChIJnYoVTCdEiEgRCTHhIybruNw,5,Positive,"they talk you through the entire experience if you want, which is great if you’re not used to the whole massage process. the place is also clean and relaxing. cool!",talk entire experience want great used whole massage process place also clean relaxing cool,10/26/2024 13:19
1715,ChIJvR9katxFiEgR_o9lcmk2sQw,5,Positive,"absolutely loved my polynucleotide treatment from dr kerry. the difference is amazing!! so much more confidence in my skin, barely wear make up anymore. brighter under eyes and happy customer! xx",absolutely loved polynucleotide treatment dr kerry difference amazing much confidence skin barely wear make anymore brighter eye happy customer xx,8/6/2025 14:12
1716,ChIJvR9katxFiEgR_o9lcmk2sQw,5,Positive,"kerry’s expertise really show during her consultation. she is knowledgable and professional and really makes her clients feel at ease. we discussed my goals and my problem areas, and kerry recommended a treatment plan with anti-wrinkle injections and medical grade skin care.",kerry expertise really show consultation knowledgable professional really make client feel ease discussed goal problem area kerry recommended treatment plan anti wrinkle injection medical grade skin care,3/7/2025 11:46
1717,ChIJvR9katxFiEgR_o9lcmk2sQw,5,Positive,"as always, a wonderful treatment with dr kerry yesterday. i am very scared of pain but dr kerry puts me at ease and delivers the treatment to the highest professional and hygienic standard. the results are absolutely wonderful and i feel i am in the safest hands. i don't think i'll ever go anywhere else for my aesthetics and 100% recommend dr kerry.",always wonderful treatment dr kerry yesterday scared pain dr kerry put ease delivers treatment highest professional hygienic standard result absolutely wonderful feel safest hand think ever go anywhere else aesthetic recommend dr kerry,4/3/2025 11:36
1718,ChIJvR9katxFiEgR_o9lcmk2sQw,5,Positive,"botox in 2 areas, love the results. kerry makes you feel at ease and very reassured. booked back in for top up!",botox area love result kerry make feel ease reassured booked back top,8/27/2025 20:52
1719,ChIJvR9katxFiEgR_o9lcmk2sQw,5,Positive,i have been going to dr kerry for about a year now and always have a great experience. she is knowledgable and professional and makes me feel at ease every visit. i’m delighted with the results and would highly recommend her.,going dr kerry year always great experience knowledgable professional make feel ease every visit delighted result would highly recommend,5/11/2025 7:20
1720,ChIJZbUPoohqiEgRyIYuCROXKDM,5,Positive,"visited 10/10/2024 after initial consultation. beautiful salon, reception and welcome lovely. karen, my skin therapist was fabulous. as she explained, my best option was a non-invasive, full face and neck treatment, spread over 3 to 6 months. i was slightly nervous before treatment, but was delighted at minimal discomfort- nothing much for genx. anyway, i’m posting this just one week from first of three treatments (over 3 months) and i can actually see beginning and feel a plumping and tightening of my face/neck. not cheap (£1800-£3500)- but much nicer than £6000-£10000 for unnecessary ‘under knife’ surgery. don’t leave reviews often-but if you’re genx-women-near glasgow- who would like an affordable rejuvenated face&neck - go see karen.",visited initial consultation beautiful salon reception welcome lovely karen skin therapist fabulous explained best option non invasive full face neck treatment spread month slightly nervous treatment delighted minimal discomfort nothing much genx anyway posting one week first three treatment month actually see beginning feel plumping tightening face neck cheap much nicer unnecessary knife surgery leave review often genx woman near glasgow would like affordable rejuvenated face neck go see karen,10/16/2024 2:02
1721,ChIJZbUPoohqiEgRyIYuCROXKDM,1,Negative,"this review is coms based only. i have contacted the salon 3 times by text and whatsapp previously and have never had any reply, despite the messages showing as read. basic info request on my part, so would have took seconds to reply. poor coms puts me off a clinic, so i won't be visiting, which is a shame as ive heard positive reports",review coms based contacted salon time text whatsapp previously never reply despite message showing read basic info request part would took second reply poor coms put clinic visiting shame ive heard positive report,3/10/2019 2:20
1722,ChIJZbUPoohqiEgRyIYuCROXKDM,5,Positive,stunning clinic and fabulous team. professional and knowledgeable. would highly recommend.,stunning clinic fabulous team professional knowledgeable would highly recommend,11/6/2024 12:05
1723,ChIJZbUPoohqiEgRyIYuCROXKDM,5,Positive,"visited the talented louise for my annual eyebrow top up, could not recommend her highly enough",visited talented louise annual eyebrow top could recommend highly enough,1/18/2019 12:01
1724,ChIJZbUPoohqiEgRyIYuCROXKDM,5,Positive,"would highly recommend, great clinic!",would highly recommend great clinic,11/11/2024 5:35
1725,ChIJ2T0gQ15HiEgRO1LxnyMV8do,5,Positive,had a 90 min thai massage here and honestly it was amazing. the therapist really knew what she was doing. i felt all the stress and tightness just melt away. walked out feeling so much lighter and relaxed. definitely one of the best massages i’ve had in a long time. 4th floor and they accept card payment.,min thai massage honestly amazing therapist really knew felt stress tightness melt away walked feeling much lighter relaxed definitely one best massage long time th floor accept card payment,8/28/2025 4:14
1726,ChIJ2T0gQ15HiEgRO1LxnyMV8do,5,Positive,"i had a fantastic sports massage, felt amazing after! lovely and friendly staff, will come back the next time im in glasgow!",fantastic sport massage felt amazing lovely friendly staff come back next time im glasgow,1/21/2026 18:16
1727,ChIJ2T0gQ15HiEgRO1LxnyMV8do,5,Positive,"if you like to have a great massage in a quiet eniviornment by skilled therapists, this is the place. massage itself is excellent especially the streches. like one of the reviews suggested, a bit more communication about the process would be helpful to avoid confusion for the new clients. i've become a regular whenever in glasgow. highly recommended.",like great massage quiet eniviornment skilled therapist place massage excellent especially streches like one review suggested bit communication process would helpful avoid confusion new client become regular whenever glasgow highly recommended,8/12/2025 12:13
1728,ChIJ2T0gQ15HiEgRO1LxnyMV8do,4,Positive,"new to the glasgow scene- and this was my first massage in the city so maybe things that seemed ‘odd’ are actually normal. the massage itself definitely deserves 5 starts, however i won’t be coming back as i don’t even know the name of my masseuse- they never introduced themselves , nor did they welcome me, say goodbye or asked if the pressure is ok during the procedure etc. the ending of the massage was a bit awkward too- the person said something very quietly and then left the room. i thought we are done so i started putting my clothes on, only to find them come back (after good few mins) with a bowl of water to wash off the oil of my body. at this point, i was ready to go so just paid and left the room but the whole interaction was a bit odd with no more than 2-3 sentences exchanged. now, i was there for a massage not to chat but right at the beginning i did highlight that this is my very first time in this establishment. and i’m afraid i did not feel welcomed at all. i have no issues with minimal interactions as long as i’m informed upfront that the person is an introvert, on a spectrum or just shy. but without this additional input, it just felt uncomfortable on a social level.",new glasgow scene first massage city maybe thing seemed odd actually normal massage definitely deserves start however coming back even know name masseuse never introduced welcome say goodbye asked pressure ok procedure etc ending massage bit awkward person said something quietly left room thought done started putting clothes find come back good min bowl water wash oil body point ready go paid left room whole interaction bit odd sentence exchanged massage chat right beginning highlight first time establishment afraid feel welcomed issue minimal interaction long informed upfront person introvert spectrum shy without additional input felt uncomfortable social level,6/29/2025 18:04
1729,ChIJ2T0gQ15HiEgRO1LxnyMV8do,5,Positive,"diamond is the best. she’s so kind and gentle lady. even she came down to pick me up. quiet and calm room, very relaxing massage she gave me. recommend for all people who’re looking for good massage in glasgow city centre.",diamond best kind gentle lady even came pick quiet calm room relaxing massage gave recommend people looking good massage glasgow city centre,4/16/2025 20:35
1730,ChIJX8-E-LhFiEgRhNyO9mi3tvI,5,Positive,"had an amazing deep tissue massage from nanya this evening! nanya really got into my knots which was exactly what i was looking for! lovely and very clean premises, and i was treated more like a friend rather than just a customer :) was my first visit and certainly won't be my last! highly recommend! thank you nanya and see you again next month :)",amazing deep tissue massage nanya evening nanya really got knot exactly looking lovely clean premise treated like friend rather customer first visit certainly last highly recommend thank nanya see next month,1/28/2026 19:29
1731,ChIJX8-E-LhFiEgRhNyO9mi3tvI,5,Positive,"massage was amazing! authentic thai! the lady was very friendly and accommodative. there was some mix up with my itison voucher, but the owner was very helpful. will definitely come back!! thank you praan thai!",massage amazing authentic thai lady friendly accommodative mix itison voucher owner helpful definitely come back thank praan thai,12/21/2025 14:21
1732,ChIJX8-E-LhFiEgRhNyO9mi3tvI,5,Positive,"i had a great experience at the praan thai spa. i visited with my friend. i had a lot of neck tightness, which was reduced with the massage! i feel much better. we were both very pleased with the service - thank you!",great experience praan thai spa visited friend lot neck tightness reduced massage feel much better pleased service thank,12/21/2025 12:49
1733,ChIJX8-E-LhFiEgRhNyO9mi3tvI,5,Positive,"had an amazing back neck and shoulder massage yesterday. i have been waking up with headaches for 3 weeks, not today, i feel like a new person. this is a lovely and calming place and i was made to feel very welcome. i will most definitely be back.",amazing back neck shoulder massage yesterday waking headache week today feel like new person lovely calming place made feel welcome definitely back,11/12/2025 8:41
1734,ChIJX8-E-LhFiEgRhNyO9mi3tvI,5,Positive,great experience! the massage was relaxing and helped release a lot of tension in my back and shoulders. nanya was professional and the atmosphere was calm and peaceful. i’ll definitely be returning,great experience massage relaxing helped release lot tension back shoulder nanya professional atmosphere calm peaceful definitely returning,8/21/2025 12:58
